,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
327,mobileOG_000341541|NA|WP_089149324.1|integration/excision|NA|Plasmid RefSeq|Homology,NODE_61_length_24651_cov_21.716286_4 # 3055 # 3444 # 1 # ID=61_4;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.341,90.7,226,383,1.99e-73,130,1,129,1,129,mobileOG_000341541,NA,WP_089149324.1,integration/excision,NA,Plasmid RefSeq,Homology,NODE_61_length_24651_cov_21.716286_4, 3055 # 3444 # 1 , 3055,3444,1 ,61_4,61,4,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.341,NODE_61_length_24651_cov_21.716286,mobileOG_000341541_NODE_61_length_24651_cov_21.716286
328,mobileOG_000063153|hup|WP_044585394.1|replication/recombination/repair|integration/excision|COMPASS|Homology,NODE_61_length_24651_cov_21.716286_8 # 6152 # 6433 # -1 # ID=61_8;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.351,100,170,93,1.34e-55,94,1,93,1,93,mobileOG_000063153,hup,WP_044585394.1,replication/recombination/repair,integration/excision,COMPASS,Homology,NODE_61_length_24651_cov_21.716286_8, 6152 # 6433 # -1 , 6152,6433,-1 ,61_8,61,8,00,GTG,None,None,0.351,NODE_61_length_24651_cov_21.716286,mobileOG_000063153_NODE_61_length_24651_cov_21.716286
329,mobileOG_000315581|hup|WP_044585394.1|replication/recombination/repair|integration/excision|Plasmid RefSeq|Homology,NODE_61_length_24651_cov_21.716286_8 # 6152 # 6433 # -1 # ID=61_8;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.351,98.9,163,90,4.81e-53,94,1,90,4,93,mobileOG_000315581,hup,WP_044585394.1,replication/recombination/repair,integration/excision,Plasmid RefSeq,Homology,NODE_61_length_24651_cov_21.716286_8, 6152 # 6433 # -1 , 6152,6433,-1 ,61_8,61,8,00,GTG,None,None,0.351,NODE_61_length_24651_cov_21.716286,mobileOG_000315581_NODE_61_length_24651_cov_21.716286
330,mobileOG_000063502|dinB|WP_000272579.1|replication/recombination/repair|NA|COMPASS|Homology,NODE_61_length_24651_cov_21.716286_12 # 9879 # 10052 # -1 # ID=61_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.310,98.1,113,322,3.22e-31,58,38,91,1,54,mobileOG_000063502,dinB,WP_000272579.1,replication/recombination/repair,NA,COMPASS,Homology,NODE_61_length_24651_cov_21.716286_12, 9879 # 10052 # -1 , 9879,10052,-1 ,61_12,61,12,00,ATG,GGA/GAG/AGG,5-10bp,0.310,NODE_61_length_24651_cov_21.716286,mobileOG_000063502_NODE_61_length_24651_cov_21.716286
331,mobileOG_000314351|dinB|WP_017762578.1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,NODE_61_length_24651_cov_21.716286_12 # 9879 # 10052 # -1 # ID=61_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.310,98.1,113,355,5.58e-31,58,66,119,1,54,mobileOG_000314351,dinB,WP_017762578.1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,NODE_61_length_24651_cov_21.716286_12, 9879 # 10052 # -1 , 9879,10052,-1 ,61_12,61,12,00,ATG,GGA/GAG/AGG,5-10bp,0.310,NODE_61_length_24651_cov_21.716286,mobileOG_000314351_NODE_61_length_24651_cov_21.716286
332,mobileOG_000065901|dinB|WP_063549511.1|replication/recombination/repair|NA|COMPASS|Homology,NODE_61_length_24651_cov_21.716286_12 # 9879 # 10052 # -1 # ID=61_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.310,98.1,113,388,8.98e-31,58,33,86,1,54,mobileOG_000065901,dinB,WP_063549511.1,replication/recombination/repair,NA,COMPASS,Homology,NODE_61_length_24651_cov_21.716286_12, 9879 # 10052 # -1 , 9879,10052,-1 ,61_12,61,12,00,ATG,GGA/GAG/AGG,5-10bp,0.310,NODE_61_length_24651_cov_21.716286,mobileOG_000065901_NODE_61_length_24651_cov_21.716286
333,mobileOG_000041277|dinB|WP_000272579.1|replication/recombination/repair|NA|COMPASS|Homology,NODE_61_length_24651_cov_21.716286_12 # 9879 # 10052 # -1 # ID=61_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.310,98.1,113,393,9.60e-31,58,38,91,1,54,mobileOG_000041277,dinB,WP_000272579.1,replication/recombination/repair,NA,COMPASS,Homology,NODE_61_length_24651_cov_21.716286_12, 9879 # 10052 # -1 , 9879,10052,-1 ,61_12,61,12,00,ATG,GGA/GAG/AGG,5-10bp,0.310,NODE_61_length_24651_cov_21.716286,mobileOG_000041277_NODE_61_length_24651_cov_21.716286
334,mobileOG_000314287|dinB|WP_000272558.1|replication/recombination/repair|NA|Multiple|Homology,NODE_61_length_24651_cov_21.716286_12 # 9879 # 10052 # -1 # ID=61_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.310,98.1,113,421,1.35e-30,58,66,119,1,54,mobileOG_000314287,dinB,WP_000272558.1,replication/recombination/repair,NA,Multiple,Homology,NODE_61_length_24651_cov_21.716286_12, 9879 # 10052 # -1 , 9879,10052,-1 ,61_12,61,12,00,ATG,GGA/GAG/AGG,5-10bp,0.310,NODE_61_length_24651_cov_21.716286,mobileOG_000314287_NODE_61_length_24651_cov_21.716286
335,mobileOG_000314315|dinB|WP_003192920.1|replication/recombination/repair|NA|Multiple|Homology,NODE_61_length_24651_cov_21.716286_12 # 9879 # 10052 # -1 # ID=61_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.310,98.1,113,421,1.35e-30,58,66,119,1,54,mobileOG_000314315,dinB,WP_003192920.1,replication/recombination/repair,NA,Multiple,Homology,NODE_61_length_24651_cov_21.716286_12, 9879 # 10052 # -1 , 9879,10052,-1 ,61_12,61,12,00,ATG,GGA/GAG/AGG,5-10bp,0.310,NODE_61_length_24651_cov_21.716286,mobileOG_000314315_NODE_61_length_24651_cov_21.716286
336,mobileOG_000314395|dinB|WP_050822447.1|replication/recombination/repair|NA|Multiple|Homology,NODE_61_length_24651_cov_21.716286_12 # 9879 # 10052 # -1 # ID=61_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.310,98.1,113,421,1.35e-30,58,66,119,1,54,mobileOG_000314395,dinB,WP_050822447.1,replication/recombination/repair,NA,Multiple,Homology,NODE_61_length_24651_cov_21.716286_12, 9879 # 10052 # -1 , 9879,10052,-1 ,61_12,61,12,00,ATG,GGA/GAG/AGG,5-10bp,0.310,NODE_61_length_24651_cov_21.716286,mobileOG_000314395_NODE_61_length_24651_cov_21.716286
337,mobileOG_000314424|dinB|WP_063539156.1|replication/recombination/repair|NA|Multiple|Homology,NODE_61_length_24651_cov_21.716286_12 # 9879 # 10052 # -1 # ID=61_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.310,98.1,113,421,1.35e-30,58,66,119,1,54,mobileOG_000314424,dinB,WP_063539156.1,replication/recombination/repair,NA,Multiple,Homology,NODE_61_length_24651_cov_21.716286_12, 9879 # 10052 # -1 , 9879,10052,-1 ,61_12,61,12,00,ATG,GGA/GAG/AGG,5-10bp,0.310,NODE_61_length_24651_cov_21.716286,mobileOG_000314424_NODE_61_length_24651_cov_21.716286
338,mobileOG_000314464|dinB|WP_085313475.1|replication/recombination/repair|NA|Multiple|Homology,NODE_61_length_24651_cov_21.716286_12 # 9879 # 10052 # -1 # ID=61_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.310,98.1,113,421,1.35e-30,58,66,119,1,54,mobileOG_000314464,dinB,WP_085313475.1,replication/recombination/repair,NA,Multiple,Homology,NODE_61_length_24651_cov_21.716286_12, 9879 # 10052 # -1 , 9879,10052,-1 ,61_12,61,12,00,ATG,GGA/GAG/AGG,5-10bp,0.310,NODE_61_length_24651_cov_21.716286,mobileOG_000314464_NODE_61_length_24651_cov_21.716286
339,mobileOG_000314469|dinB|WP_085313252.1|replication/recombination/repair|NA|Multiple|Homology,NODE_61_length_24651_cov_21.716286_12 # 9879 # 10052 # -1 # ID=61_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.310,98.1,113,421,1.35e-30,58,66,119,1,54,mobileOG_000314469,dinB,WP_085313252.1,replication/recombination/repair,NA,Multiple,Homology,NODE_61_length_24651_cov_21.716286_12, 9879 # 10052 # -1 , 9879,10052,-1 ,61_12,61,12,00,ATG,GGA/GAG/AGG,5-10bp,0.310,NODE_61_length_24651_cov_21.716286,mobileOG_000314469_NODE_61_length_24651_cov_21.716286
340,mobileOG_000317655|dinB|WP_044798452.1|replication/recombination/repair|NA|Multiple|Homology,NODE_61_length_24651_cov_21.716286_12 # 9879 # 10052 # -1 # ID=61_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.310,98.1,113,421,1.35e-30,58,66,119,1,54,mobileOG_000317655,dinB,WP_044798452.1,replication/recombination/repair,NA,Multiple,Homology,NODE_61_length_24651_cov_21.716286_12, 9879 # 10052 # -1 , 9879,10052,-1 ,61_12,61,12,00,ATG,GGA/GAG/AGG,5-10bp,0.310,NODE_61_length_24651_cov_21.716286,mobileOG_000317655_NODE_61_length_24651_cov_21.716286
341,mobileOG_000284526|dinB|A0A4R4AXH3|replication/recombination/repair|NA|Plasmid RefSeq|Homology,NODE_61_length_24651_cov_21.716286_12 # 9879 # 10052 # -1 # ID=61_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.310,98.1,113,421,1.35e-30,58,66,119,1,54,mobileOG_000284526,dinB,A0A4R4AXH3,replication/recombination/repair,NA,Plasmid RefSeq,Homology,NODE_61_length_24651_cov_21.716286_12, 9879 # 10052 # -1 , 9879,10052,-1 ,61_12,61,12,00,ATG,GGA/GAG/AGG,5-10bp,0.310,NODE_61_length_24651_cov_21.716286,mobileOG_000284526_NODE_61_length_24651_cov_21.716286
342,mobileOG_000299773|dinB|WP_149191165.1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,NODE_61_length_24651_cov_21.716286_12 # 9879 # 10052 # -1 # ID=61_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.310,98.1,113,421,1.35e-30,58,66,119,1,54,mobileOG_000299773,dinB,WP_149191165.1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,NODE_61_length_24651_cov_21.716286_12, 9879 # 10052 # -1 , 9879,10052,-1 ,61_12,61,12,00,ATG,GGA/GAG/AGG,5-10bp,0.310,NODE_61_length_24651_cov_21.716286,mobileOG_000299773_NODE_61_length_24651_cov_21.716286
343,mobileOG_000314291|dinB|WP_000272579.1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,NODE_61_length_24651_cov_21.716286_12 # 9879 # 10052 # -1 # ID=61_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.310,98.1,113,421,1.35e-30,58,66,119,1,54,mobileOG_000314291,dinB,WP_000272579.1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,NODE_61_length_24651_cov_21.716286_12, 9879 # 10052 # -1 , 9879,10052,-1 ,61_12,61,12,00,ATG,GGA/GAG/AGG,5-10bp,0.310,NODE_61_length_24651_cov_21.716286,mobileOG_000314291_NODE_61_length_24651_cov_21.716286
344,mobileOG_000314425|dinB|WP_063549511.1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,NODE_61_length_24651_cov_21.716286_12 # 9879 # 10052 # -1 # ID=61_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.310,98.1,113,421,1.35e-30,58,66,119,1,54,mobileOG_000314425,dinB,WP_063549511.1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,NODE_61_length_24651_cov_21.716286_12, 9879 # 10052 # -1 , 9879,10052,-1 ,61_12,61,12,00,ATG,GGA/GAG/AGG,5-10bp,0.310,NODE_61_length_24651_cov_21.716286,mobileOG_000314425_NODE_61_length_24651_cov_21.716286
345,mobileOG_000284526|dinB|A0A4R4AXH3|replication/recombination/repair|NA|Plasmid RefSeq|Homology,NODE_61_length_24651_cov_21.716286_13 # 10053 # 10247 # -1 # ID=61_13;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.359,90.6,119,421,1.25e-32,65,1,64,1,64,mobileOG_000284526,dinB,A0A4R4AXH3,replication/recombination/repair,NA,Plasmid RefSeq,Homology,NODE_61_length_24651_cov_21.716286_13, 10053 # 10247 # -1 , 10053,10247,-1 ,61_13,61,13,00,GTG,GGAG/GAGG,5-10bp,0.359,NODE_61_length_24651_cov_21.716286,mobileOG_000284526_NODE_61_length_24651_cov_21.716286
346,mobileOG_000314530|dinB|R8JVC7|replication/recombination/repair|NA|Plasmid RefSeq|Homology,NODE_61_length_24651_cov_21.716286_13 # 10053 # 10247 # -1 # ID=61_13;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.359,90.6,119,421,1.25e-32,65,1,64,1,64,mobileOG_000314530,dinB,R8JVC7,replication/recombination/repair,NA,Plasmid RefSeq,Homology,NODE_61_length_24651_cov_21.716286_13, 10053 # 10247 # -1 , 10053,10247,-1 ,61_13,61,13,00,GTG,GGAG/GAGG,5-10bp,0.359,NODE_61_length_24651_cov_21.716286,mobileOG_000314530_NODE_61_length_24651_cov_21.716286
347,mobileOG_000744619|NA:Keyword|A0A242Z0H0|integration/excision|NA|Multiple|Keyword Search,NODE_61_length_24651_cov_21.716286_14 # 10785 # 11135 # 1 # ID=61_14;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.328,100,235,116,8.37e-81,117,1,116,1,116,mobileOG_000744619,NA:Keyword,A0A242Z0H0,integration/excision,NA,Multiple,Keyword Search,NODE_61_length_24651_cov_21.716286_14, 10785 # 11135 # 1 , 10785,11135,1 ,61_14,61,14,00,TTG,AGGAG,5-10bp,0.328,NODE_61_length_24651_cov_21.716286,mobileOG_000744619_NODE_61_length_24651_cov_21.716286
348,mobileOG_000746092|NA:Keyword|WP_103622581.1|integration/excision|NA|Plasmid RefSeq|Keyword Search,NODE_61_length_24651_cov_21.716286_14 # 10785 # 11135 # 1 # ID=61_14;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.328,96.6,229,116,3.28e-78,117,1,116,1,116,mobileOG_000746092,NA:Keyword,WP_103622581.1,integration/excision,NA,Plasmid RefSeq,Keyword Search,NODE_61_length_24651_cov_21.716286_14, 10785 # 11135 # 1 , 10785,11135,1 ,61_14,61,14,00,TTG,AGGAG,5-10bp,0.328,NODE_61_length_24651_cov_21.716286,mobileOG_000746092_NODE_61_length_24651_cov_21.716286
349,mobileOG_000755303|NA:Keyword|WP_076872626.1|integration/excision|NA|Plasmid RefSeq|Keyword Search,NODE_62_length_23787_cov_19.066807_20 # 19806 # 20738 # -1 # ID=62_20;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.345,90.6,553,306,4.41e-200,311,1,305,1,309,mobileOG_000755303,NA:Keyword,WP_076872626.1,integration/excision,NA,Plasmid RefSeq,Keyword Search,NODE_62_length_23787_cov_19.066807_20, 19806 # 20738 # -1 , 19806,20738,-1 ,62_20,62,20,00,ATG,None,None,0.345,NODE_62_length_23787_cov_19.066807,mobileOG_000755303_NODE_62_length_23787_cov_19.066807
350,mobileOG_000405965|NA:Keyword|WP_139339199.1|integration/excision|NA|COMPASS|Keyword Search,NODE_62_length_23787_cov_19.066807_20 # 19806 # 20738 # -1 # ID=62_20;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.345,92.6,545,298,5.20e-197,311,1,298,17,310,mobileOG_000405965,NA:Keyword,WP_139339199.1,integration/excision,NA,COMPASS,Keyword Search,NODE_62_length_23787_cov_19.066807_20, 19806 # 20738 # -1 , 19806,20738,-1 ,62_20,62,20,00,ATG,None,None,0.345,NODE_62_length_23787_cov_19.066807,mobileOG_000405965_NODE_62_length_23787_cov_19.066807
351,mobileOG_000405642|NA:Keyword|WP_000070870.1|integration/excision|NA|COMPASS|Keyword Search,NODE_62_length_23787_cov_19.066807_20 # 19806 # 20738 # -1 # ID=62_20;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.345,92.3,543,298,1.49e-196,311,1,298,17,310,mobileOG_000405642,NA:Keyword,WP_000070870.1,integration/excision,NA,COMPASS,Keyword Search,NODE_62_length_23787_cov_19.066807_20, 19806 # 20738 # -1 , 19806,20738,-1 ,62_20,62,20,00,ATG,None,None,0.345,NODE_62_length_23787_cov_19.066807,mobileOG_000405642_NODE_62_length_23787_cov_19.066807
352,mobileOG_000731159|NA:Keyword|WP_000070870.1|integration/excision|NA|Plasmid RefSeq|Keyword Search,NODE_62_length_23787_cov_19.066807_20 # 19806 # 20738 # -1 # ID=62_20;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.345,91.9,543,298,2.12e-196,311,1,298,17,310,mobileOG_000731159,NA:Keyword,WP_000070870.1,integration/excision,NA,Plasmid RefSeq,Keyword Search,NODE_62_length_23787_cov_19.066807_20, 19806 # 20738 # -1 , 19806,20738,-1 ,62_20,62,20,00,ATG,None,None,0.345,NODE_62_length_23787_cov_19.066807,mobileOG_000731159_NODE_62_length_23787_cov_19.066807
353,mobileOG_000408150|NA:Keyword|WP_154214296.1|integration/excision|NA|COMPASS|Keyword Search,NODE_62_length_23787_cov_19.066807_20 # 19806 # 20738 # -1 # ID=62_20;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.345,91.3,540,298,2.47e-195,311,1,298,17,310,mobileOG_000408150,NA:Keyword,WP_154214296.1,integration/excision,NA,COMPASS,Keyword Search,NODE_62_length_23787_cov_19.066807_20, 19806 # 20738 # -1 , 19806,20738,-1 ,62_20,62,20,00,ATG,None,None,0.345,NODE_62_length_23787_cov_19.066807,mobileOG_000408150_NODE_62_length_23787_cov_19.066807
354,mobileOG_000731952|NA:Keyword|WP_116486004.1|integration/excision|NA|Multiple|Keyword Search,NODE_62_length_23787_cov_19.066807_20 # 19806 # 20738 # -1 # ID=62_20;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.345,92.3,540,298,3.51e-195,311,1,297,17,309,mobileOG_000731952,NA:Keyword,WP_116486004.1,integration/excision,NA,Multiple,Keyword Search,NODE_62_length_23787_cov_19.066807_20, 19806 # 20738 # -1 , 19806,20738,-1 ,62_20,62,20,00,ATG,None,None,0.345,NODE_62_length_23787_cov_19.066807,mobileOG_000731952_NODE_62_length_23787_cov_19.066807
355,mobileOG_000405750|NA:Keyword|WP_140385356.1|integration/excision|NA|COMPASS|Keyword Search,NODE_62_length_23787_cov_19.066807_20 # 19806 # 20738 # -1 # ID=62_20;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.345,92.2,538,294,1.23e-194,311,1,293,17,309,mobileOG_000405750,NA:Keyword,WP_140385356.1,integration/excision,NA,COMPASS,Keyword Search,NODE_62_length_23787_cov_19.066807_20, 19806 # 20738 # -1 , 19806,20738,-1 ,62_20,62,20,00,ATG,None,None,0.345,NODE_62_length_23787_cov_19.066807,mobileOG_000405750_NODE_62_length_23787_cov_19.066807
356,mobileOG_000731158|NA:Keyword|WP_002028789.1|integration/excision|NA|Plasmid RefSeq|Keyword Search,NODE_62_length_23787_cov_19.066807_20 # 19806 # 20738 # -1 # ID=62_20;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.345,91.5,538,294,1.75e-194,311,1,293,17,309,mobileOG_000731158,NA:Keyword,WP_002028789.1,integration/excision,NA,Plasmid RefSeq,Keyword Search,NODE_62_length_23787_cov_19.066807_20, 19806 # 20738 # -1 , 19806,20738,-1 ,62_20,62,20,00,ATG,None,None,0.345,NODE_62_length_23787_cov_19.066807,mobileOG_000731158_NODE_62_length_23787_cov_19.066807
357,mobileOG_000417827|NA:Keyword|WP_140150555.1|integration/excision|NA|COMPASS|Keyword Search,NODE_62_length_23787_cov_19.066807_20 # 19806 # 20738 # -1 # ID=62_20;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.345,90.9,536,298,1.17e-193,311,1,298,17,310,mobileOG_000417827,NA:Keyword,WP_140150555.1,integration/excision,NA,COMPASS,Keyword Search,NODE_62_length_23787_cov_19.066807_20, 19806 # 20738 # -1 , 19806,20738,-1 ,62_20,62,20,00,ATG,None,None,0.345,NODE_62_length_23787_cov_19.066807,mobileOG_000417827_NODE_62_length_23787_cov_19.066807
358,mobileOG_000735428|NA:Keyword|WP_000070877.1|integration/excision|NA|Multiple|Keyword Search,NODE_62_length_23787_cov_19.066807_20 # 19806 # 20738 # -1 # ID=62_20;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.345,90.5,531,294,1.37e-191,311,1,294,17,310,mobileOG_000735428,NA:Keyword,WP_000070877.1,integration/excision,NA,Multiple,Keyword Search,NODE_62_length_23787_cov_19.066807_20, 19806 # 20738 # -1 , 19806,20738,-1 ,62_20,62,20,00,ATG,None,None,0.345,NODE_62_length_23787_cov_19.066807,mobileOG_000735428_NODE_62_length_23787_cov_19.066807
359,mobileOG_000356824|bdbC|WP_074625797.1|transfer|competence|Multiple|Homology,NODE_67_length_19370_cov_21.028352_9 # 8376 # 8702 # -1 # ID=67_9;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.312,97.2,205,150,2.05e-68,109,43,150,1,108,mobileOG_000356824,bdbC,WP_074625797.1,transfer,competence,Multiple,Homology,NODE_67_length_19370_cov_21.028352_9, 8376 # 8702 # -1 , 8376,8702,-1 ,67_9,67,9,00,ATG,None,None,0.312,NODE_67_length_19370_cov_21.028352,mobileOG_000356824_NODE_67_length_19370_cov_21.028352
360,mobileOG_000357990|bdbC|WP_089149067.1|transfer|competence|Plasmid RefSeq|Homology,NODE_67_length_19370_cov_21.028352_9 # 8376 # 8702 # -1 # ID=67_9;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.312,96.3,203,150,1.19e-67,109,43,150,1,108,mobileOG_000357990,bdbC,WP_089149067.1,transfer,competence,Plasmid RefSeq,Homology,NODE_67_length_19370_cov_21.028352_9, 8376 # 8702 # -1 , 8376,8702,-1 ,67_9,67,9,00,ATG,None,None,0.312,NODE_67_length_19370_cov_21.028352,mobileOG_000357990_NODE_67_length_19370_cov_21.028352
361,mobileOG_000355855|bdbC|WP_000905546.1|transfer|competence|Multiple|Homology,NODE_67_length_19370_cov_21.028352_9 # 8376 # 8702 # -1 # ID=67_9;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.312,92.6,197,150,3.25e-65,109,43,150,1,108,mobileOG_000355855,bdbC,WP_000905546.1,transfer,competence,Multiple,Homology,NODE_67_length_19370_cov_21.028352_9, 8376 # 8702 # -1 , 8376,8702,-1 ,67_9,67,9,00,ATG,None,None,0.312,NODE_67_length_19370_cov_21.028352,mobileOG_000355855_NODE_67_length_19370_cov_21.028352
362,mobileOG_000411520|NA:Keyword|WP_044798329.1|transfer|NA|COMPASS|Keyword Search,NODE_68_length_18286_cov_22.262892_9 # 8181 # 12182 # 1 # ID=68_9;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.405,94.4,2314,1339,0.0,1334,1,1339,1,1333,mobileOG_000411520,NA:Keyword,WP_044798329.1,transfer,NA,COMPASS,Keyword Search,NODE_68_length_18286_cov_22.262892_9, 8181 # 12182 # 1 , 8181,12182,1 ,68_9,68,9,00,ATG,AGGA,5-10bp,0.405,NODE_68_length_18286_cov_22.262892,mobileOG_000411520_NODE_68_length_18286_cov_22.262892
363,mobileOG_000405544|NA:Keyword|WP_001977986.1|transfer|NA|COMPASS|Keyword Search,NODE_68_length_18286_cov_22.262892_9 # 8181 # 12182 # 1 # ID=68_9;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.405,92.8,2300,1338,0.0,1334,1,1338,1,1333,mobileOG_000405544,NA:Keyword,WP_001977986.1,transfer,NA,COMPASS,Keyword Search,NODE_68_length_18286_cov_22.262892_9, 8181 # 12182 # 1 , 8181,12182,1 ,68_9,68,9,00,ATG,AGGA,5-10bp,0.405,NODE_68_length_18286_cov_22.262892,mobileOG_000405544_NODE_68_length_18286_cov_22.262892
364,mobileOG_000411970|NA:Keyword|WP_063549579.1|transfer|NA|COMPASS|Keyword Search,NODE_68_length_18286_cov_22.262892_9 # 8181 # 12182 # 1 # ID=68_9;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.405,93.1,2282,1339,0.0,1334,1,1339,1,1333,mobileOG_000411970,NA:Keyword,WP_063549579.1,transfer,NA,COMPASS,Keyword Search,NODE_68_length_18286_cov_22.262892_9, 8181 # 12182 # 1 , 8181,12182,1 ,68_9,68,9,00,ATG,AGGA,5-10bp,0.405,NODE_68_length_18286_cov_22.262892,mobileOG_000411970_NODE_68_length_18286_cov_22.262892
365,mobileOG_000402909|NA:Keyword|WP_000890337.1|transfer|NA|COMPASS|Keyword Search,NODE_68_length_18286_cov_22.262892_9 # 8181 # 12182 # 1 # ID=68_9;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.405,93.0,2279,1339,0.0,1334,1,1339,1,1333,mobileOG_000402909,NA:Keyword,WP_000890337.1,transfer,NA,COMPASS,Keyword Search,NODE_68_length_18286_cov_22.262892_9, 8181 # 12182 # 1 , 8181,12182,1 ,68_9,68,9,00,ATG,AGGA,5-10bp,0.405,NODE_68_length_18286_cov_22.262892,mobileOG_000402909_NODE_68_length_18286_cov_22.262892
366,mobileOG_000730126|NA:Keyword|WP_001977986.1|transfer|NA|Plasmid RefSeq|Keyword Search,NODE_68_length_18286_cov_22.262892_9 # 8181 # 12182 # 1 # ID=68_9;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.405,91.3,2273,1338,0.0,1334,1,1338,1,1333,mobileOG_000730126,NA:Keyword,WP_001977986.1,transfer,NA,Plasmid RefSeq,Keyword Search,NODE_68_length_18286_cov_22.262892_9, 8181 # 12182 # 1 , 8181,12182,1 ,68_9,68,9,00,ATG,AGGA,5-10bp,0.405,NODE_68_length_18286_cov_22.262892,mobileOG_000730126_NODE_68_length_18286_cov_22.262892
