,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
78,mobileOG_000328256|dnaB|WP_004575970.1|replication/recombination/repair|NA|Multiple|Homology,NODE_12_length_147848_cov_88.915423_53 # 52998 # 54395 # -1 # ID=12_53;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.614,94.4,860,465,2.13e-316,466,1,465,1,465,mobileOG_000328256,dnaB,WP_004575970.1,replication/recombination/repair,NA,Multiple,Homology,NODE_12_length_147848_cov_88.915423_53, 52998 # 54395 # -1 , 52998,54395,-1 ,12_53,12,53,00,ATG,None,None,0.614,NODE_12_length_147848_cov_88.915423,mobileOG_000328256_NODE_12_length_147848_cov_88.915423
79,mobileOG_000290271|dnaB|A0A1T1HSD9|replication/recombination/repair|NA|Plasmid RefSeq|Homology,NODE_12_length_147848_cov_88.915423_53 # 52998 # 54395 # -1 # ID=12_53;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.614,94.4,859,465,4.30e-316,466,1,465,1,465,mobileOG_000290271,dnaB,A0A1T1HSD9,replication/recombination/repair,NA,Plasmid RefSeq,Homology,NODE_12_length_147848_cov_88.915423_53, 52998 # 54395 # -1 , 52998,54395,-1 ,12_53,12,53,00,ATG,None,None,0.614,NODE_12_length_147848_cov_88.915423,mobileOG_000290271_NODE_12_length_147848_cov_88.915423
80,mobileOG_000349716|dnaB|WP_104962993.1|replication/recombination/repair|NA|Multiple|Homology,NODE_12_length_147848_cov_88.915423_53 # 52998 # 54395 # -1 # ID=12_53;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.614,94.4,858,465,1.23e-315,466,1,465,1,465,mobileOG_000349716,dnaB,WP_104962993.1,replication/recombination/repair,NA,Multiple,Homology,NODE_12_length_147848_cov_88.915423_53, 52998 # 54395 # -1 , 52998,54395,-1 ,12_53,12,53,00,ATG,None,None,0.614,NODE_12_length_147848_cov_88.915423,mobileOG_000349716_NODE_12_length_147848_cov_88.915423
81,mobileOG_000342687|dnaB|A0A2V4Q935|replication/recombination/repair|NA|Plasmid RefSeq|Homology,NODE_12_length_147848_cov_88.915423_53 # 52998 # 54395 # -1 # ID=12_53;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.614,94.2,857,465,2.49e-315,466,1,465,1,465,mobileOG_000342687,dnaB,A0A2V4Q935,replication/recombination/repair,NA,Plasmid RefSeq,Homology,NODE_12_length_147848_cov_88.915423_53, 52998 # 54395 # -1 , 52998,54395,-1 ,12_53,12,53,00,ATG,None,None,0.614,NODE_12_length_147848_cov_88.915423,mobileOG_000342687_NODE_12_length_147848_cov_88.915423
82,mobileOG_000334588|dnaB|WP_023383613.1|replication/recombination/repair|NA|Multiple|Homology,NODE_12_length_147848_cov_88.915423_53 # 52998 # 54395 # -1 # ID=12_53;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.614,94.2,856,465,7.13e-315,466,1,465,1,465,mobileOG_000334588,dnaB,WP_023383613.1,replication/recombination/repair,NA,Multiple,Homology,NODE_12_length_147848_cov_88.915423_53, 52998 # 54395 # -1 , 52998,54395,-1 ,12_53,12,53,00,ATG,None,None,0.614,NODE_12_length_147848_cov_88.915423,mobileOG_000334588_NODE_12_length_147848_cov_88.915423
83,mobileOG_000285270|ssb|A0A514C8E1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,NODE_12_length_147848_cov_88.915423_99 # 106188 # 106739 # -1 # ID=12_99;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.609,90.2,254,191,7.41e-86,184,1,180,1,183,mobileOG_000285270,ssb,A0A514C8E1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,NODE_12_length_147848_cov_88.915423_99, 106188 # 106739 # -1 , 106188,106739,-1 ,12_99,12,99,00,ATG,AGGAG,5-10bp,0.609,NODE_12_length_147848_cov_88.915423,mobileOG_000285270_NODE_12_length_147848_cov_88.915423
84,mobileOG_000001691|ssb|Q8VMM4|replication/recombination/repair|NA|Multiple|Manual,NODE_12_length_147848_cov_88.915423_99 # 106188 # 106739 # -1 # ID=12_99;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.609,90.2,242,180,2.67e-81,184,1,169,1,183,mobileOG_000001691,ssb,Q8VMM4,replication/recombination/repair,NA,Multiple,Manual,NODE_12_length_147848_cov_88.915423_99, 106188 # 106739 # -1 , 106188,106739,-1 ,12_99,12,99,00,ATG,AGGAG,5-10bp,0.609,NODE_12_length_147848_cov_88.915423,mobileOG_000001691_NODE_12_length_147848_cov_88.915423
85,"mobileOG_000330418|nusG|WP_002555501.1|phage|regulation,infection|Multiple|Homology",NODE_12_length_147848_cov_88.915423_142 # 142748 # 143227 # -1 # ID=12_142;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.546,97.5,310,177,1.00e-108,160,19,176,1,158,mobileOG_000330418,nusG,WP_002555501.1,phage,"regulation,infection",Multiple,Homology,NODE_12_length_147848_cov_88.915423_142, 142748 # 143227 # -1 , 142748,143227,-1 ,12_142,12,142,00,ATG,GGA/GAG/AGG,5-10bp,0.546,NODE_12_length_147848_cov_88.915423,mobileOG_000330418_NODE_12_length_147848_cov_88.915423
86,"mobileOG_000334183|nusG|WP_015475310.1|phage|regulation,infection|Plasmid RefSeq|Homology",NODE_12_length_147848_cov_88.915423_142 # 142748 # 143227 # -1 # ID=12_142;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.546,96.2,307,177,1.66e-107,160,19,177,1,159,mobileOG_000334183,nusG,WP_015475310.1,phage,"regulation,infection",Plasmid RefSeq,Homology,NODE_12_length_147848_cov_88.915423_142, 142748 # 143227 # -1 , 142748,143227,-1 ,12_142,12,142,00,ATG,GGA/GAG/AGG,5-10bp,0.546,NODE_12_length_147848_cov_88.915423,mobileOG_000334183_NODE_12_length_147848_cov_88.915423
87,mobileOG_000276413|NGR_a00170|A0A1L5ZLJ0|integration/excision|NA|ISFinder|Homology,NODE_15_length_128496_cov_90.872091_54 # 59366 # 59659 # -1 # ID=15_54;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.619,99.0,195,251,2.04e-63,98,155,251,1,97,mobileOG_000276413,NGR_a00170,A0A1L5ZLJ0,integration/excision,NA,ISFinder,Homology,NODE_15_length_128496_cov_90.872091_54, 59366 # 59659 # -1 , 59366,59659,-1 ,15_54,15,54,00,ATG,AGxAGG/AGGxGG,3-4bp,0.619,NODE_15_length_128496_cov_90.872091,mobileOG_000276413_NODE_15_length_128496_cov_90.872091
88,mobileOG_000033988|NGR_a00170|WP_011077977.1|integration/excision|NA|Multiple|Homology,NODE_15_length_128496_cov_90.872091_54 # 59366 # 59659 # -1 # ID=15_54;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.619,97.9,193,251,1.17e-62,98,155,251,1,97,mobileOG_000033988,NGR_a00170,WP_011077977.1,integration/excision,NA,Multiple,Homology,NODE_15_length_128496_cov_90.872091_54, 59366 # 59659 # -1 , 59366,59659,-1 ,15_54,15,54,00,ATG,AGxAGG/AGGxGG,3-4bp,0.619,NODE_15_length_128496_cov_90.872091,mobileOG_000033988_NODE_15_length_128496_cov_90.872091
89,mobileOG_000062026|NGR_a00170|WP_023383749.1|integration/excision|NA|Multiple|Homology,NODE_15_length_128496_cov_90.872091_54 # 59366 # 59659 # -1 # ID=15_54;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.619,97.9,193,251,1.17e-62,98,155,251,1,97,mobileOG_000062026,NGR_a00170,WP_023383749.1,integration/excision,NA,Multiple,Homology,NODE_15_length_128496_cov_90.872091_54, 59366 # 59659 # -1 , 59366,59659,-1 ,15_54,15,54,00,ATG,AGxAGG/AGGxGG,3-4bp,0.619,NODE_15_length_128496_cov_90.872091,mobileOG_000062026_NODE_15_length_128496_cov_90.872091
90,mobileOG_000276411|NGR_a00170|A0A2V0R4Z9|integration/excision|NA|ISFinder|Homology,NODE_15_length_128496_cov_90.872091_54 # 59366 # 59659 # -1 # ID=15_54;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.619,97.9,193,251,1.17e-62,98,155,251,1,97,mobileOG_000276411,NGR_a00170,A0A2V0R4Z9,integration/excision,NA,ISFinder,Homology,NODE_15_length_128496_cov_90.872091_54, 59366 # 59659 # -1 , 59366,59659,-1 ,15_54,15,54,00,ATG,AGxAGG/AGGxGG,3-4bp,0.619,NODE_15_length_128496_cov_90.872091,mobileOG_000276411_NODE_15_length_128496_cov_90.872091
91,mobileOG_000064594|NGR_a00170|WP_019437298.1|integration/excision|NA|Multiple|Homology,NODE_15_length_128496_cov_90.872091_54 # 59366 # 59659 # -1 # ID=15_54;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.619,97.9,193,251,1.66e-62,98,155,251,1,97,mobileOG_000064594,NGR_a00170,WP_019437298.1,integration/excision,NA,Multiple,Homology,NODE_15_length_128496_cov_90.872091_54, 59366 # 59659 # -1 , 59366,59659,-1 ,15_54,15,54,00,ATG,AGxAGG/AGGxGG,3-4bp,0.619,NODE_15_length_128496_cov_90.872091,mobileOG_000064594_NODE_15_length_128496_cov_90.872091
92,mobileOG_000276386|NGR_a00170|A0A0Q0CRZ5|integration/excision|NA|ISFinder|Homology,NODE_15_length_128496_cov_90.872091_54 # 59366 # 59659 # -1 # ID=15_54;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.619,96.9,192,251,4.74e-62,98,155,251,1,97,mobileOG_000276386,NGR_a00170,A0A0Q0CRZ5,integration/excision,NA,ISFinder,Homology,NODE_15_length_128496_cov_90.872091_54, 59366 # 59659 # -1 , 59366,59659,-1 ,15_54,15,54,00,ATG,AGxAGG/AGGxGG,3-4bp,0.619,NODE_15_length_128496_cov_90.872091,mobileOG_000276386_NODE_15_length_128496_cov_90.872091
93,mobileOG_000047497|NGR_a00170|WP_060403177.1|integration/excision|NA|COMPASS|Homology,NODE_15_length_128496_cov_90.872091_54 # 59366 # 59659 # -1 # ID=15_54;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.619,96.9,191,234,5.68e-62,98,138,234,1,97,mobileOG_000047497,NGR_a00170,WP_060403177.1,integration/excision,NA,COMPASS,Homology,NODE_15_length_128496_cov_90.872091_54, 59366 # 59659 # -1 , 59366,59659,-1 ,15_54,15,54,00,ATG,AGxAGG/AGGxGG,3-4bp,0.619,NODE_15_length_128496_cov_90.872091,mobileOG_000047497_NODE_15_length_128496_cov_90.872091
94,mobileOG_000280506|NGR_a00170|WP_060403177.1|integration/excision|NA|Plasmid RefSeq|Homology,NODE_15_length_128496_cov_90.872091_54 # 59366 # 59659 # -1 # ID=15_54;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.619,96.9,191,251,9.52e-62,98,155,251,1,97,mobileOG_000280506,NGR_a00170,WP_060403177.1,integration/excision,NA,Plasmid RefSeq,Homology,NODE_15_length_128496_cov_90.872091_54, 59366 # 59659 # -1 , 59366,59659,-1 ,15_54,15,54,00,ATG,AGxAGG/AGGxGG,3-4bp,0.619,NODE_15_length_128496_cov_90.872091,mobileOG_000280506_NODE_15_length_128496_cov_90.872091
95,mobileOG_000047270|NGR_a00170|WP_034000379.1|integration/excision|NA|Multiple|Homology,NODE_15_length_128496_cov_90.872091_54 # 59366 # 59659 # -1 # ID=15_54;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.619,96.9,190,251,1.91e-61,98,155,251,1,97,mobileOG_000047270,NGR_a00170,WP_034000379.1,integration/excision,NA,Multiple,Homology,NODE_15_length_128496_cov_90.872091_54, 59366 # 59659 # -1 , 59366,59659,-1 ,15_54,15,54,00,ATG,AGxAGG/AGGxGG,3-4bp,0.619,NODE_15_length_128496_cov_90.872091,mobileOG_000047270_NODE_15_length_128496_cov_90.872091
96,mobileOG_000047537|NGR_a00170|WP_060402572.1|integration/excision|NA|Multiple|Homology,NODE_15_length_128496_cov_90.872091_54 # 59366 # 59659 # -1 # ID=15_54;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.619,95.9,190,251,2.71e-61,98,155,251,1,97,mobileOG_000047537,NGR_a00170,WP_060402572.1,integration/excision,NA,Multiple,Homology,NODE_15_length_128496_cov_90.872091_54, 59366 # 59659 # -1 , 59366,59659,-1 ,15_54,15,54,00,ATG,AGxAGG/AGGxGG,3-4bp,0.619,NODE_15_length_128496_cov_90.872091,mobileOG_000047537_NODE_15_length_128496_cov_90.872091
97,mobileOG_000357343|NGR_a00170|WP_138962891.1|integration/excision|NA|Plasmid RefSeq|Homology,NODE_15_length_128496_cov_90.872091_54 # 59366 # 59659 # -1 # ID=15_54;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.619,95.9,189,251,5.46e-61,98,155,251,1,97,mobileOG_000357343,NGR_a00170,WP_138962891.1,integration/excision,NA,Plasmid RefSeq,Homology,NODE_15_length_128496_cov_90.872091_54, 59366 # 59659 # -1 , 59366,59659,-1 ,15_54,15,54,00,ATG,AGxAGG/AGGxGG,3-4bp,0.619,NODE_15_length_128496_cov_90.872091,mobileOG_000357343_NODE_15_length_128496_cov_90.872091
98,mobileOG_000361687|NGR_a00170|WP_138962861.1|integration/excision|NA|Plasmid RefSeq|Homology,NODE_15_length_128496_cov_90.872091_54 # 59366 # 59659 # -1 # ID=15_54;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.619,94.8,187,251,3.12e-60,98,155,251,1,97,mobileOG_000361687,NGR_a00170,WP_138962861.1,integration/excision,NA,Plasmid RefSeq,Homology,NODE_15_length_128496_cov_90.872091_54, 59366 # 59659 # -1 , 59366,59659,-1 ,15_54,15,54,00,ATG,AGxAGG/AGGxGG,3-4bp,0.619,NODE_15_length_128496_cov_90.872091,mobileOG_000361687_NODE_15_length_128496_cov_90.872091
99,mobileOG_000280489|NGR_a00170|A0A2N5B9G1|integration/excision|NA|Multiple|Homology,NODE_15_length_128496_cov_90.872091_54 # 59366 # 59659 # -1 # ID=15_54;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.619,93.8,187,251,4.43e-60,98,155,251,1,97,mobileOG_000280489,NGR_a00170,A0A2N5B9G1,integration/excision,NA,Multiple,Homology,NODE_15_length_128496_cov_90.872091_54, 59366 # 59659 # -1 , 59366,59659,-1 ,15_54,15,54,00,ATG,AGxAGG/AGGxGG,3-4bp,0.619,NODE_15_length_128496_cov_90.872091,mobileOG_000280489_NODE_15_length_128496_cov_90.872091
100,mobileOG_000280499|NGR_a00170|A0A0P7DEA7|integration/excision|NA|Plasmid RefSeq|Homology,NODE_15_length_128496_cov_90.872091_54 # 59366 # 59659 # -1 # ID=15_54;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.619,92.8,186,251,1.26e-59,98,155,251,1,97,mobileOG_000280499,NGR_a00170,A0A0P7DEA7,integration/excision,NA,Plasmid RefSeq,Homology,NODE_15_length_128496_cov_90.872091_54, 59366 # 59659 # -1 , 59366,59659,-1 ,15_54,15,54,00,ATG,AGxAGG/AGGxGG,3-4bp,0.619,NODE_15_length_128496_cov_90.872091,mobileOG_000280499_NODE_15_length_128496_cov_90.872091
101,mobileOG_000054792|BQ2027_MB1076;|A0A1Y5L0D5|integration/excision|NA|Multiple|Homology,NODE_15_length_128496_cov_90.872091_55 # 59629 # 59952 # -1 # ID=15_55;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.574,96.1,201,398,7.21e-64,108,1,102,1,102,mobileOG_000054792,BQ2027_MB1076;,A0A1Y5L0D5,integration/excision,NA,Multiple,Homology,NODE_15_length_128496_cov_90.872091_55, 59629 # 59952 # -1 , 59629,59952,-1 ,15_55,15,55,00,ATG,GGA/GAG/AGG,5-10bp,0.574,NODE_15_length_128496_cov_90.872091,mobileOG_000054792_NODE_15_length_128496_cov_90.872091
102,mobileOG_000298465|BQ2027_MB1076;|S2K6D0|integration/excision|NA|Plasmid RefSeq|Homology,NODE_15_length_128496_cov_90.872091_55 # 59629 # 59952 # -1 # ID=15_55;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.574,96.1,201,398,7.21e-64,108,1,102,1,102,mobileOG_000298465,BQ2027_MB1076;,S2K6D0,integration/excision,NA,Plasmid RefSeq,Homology,NODE_15_length_128496_cov_90.872091_55, 59629 # 59952 # -1 , 59629,59952,-1 ,15_55,15,55,00,ATG,GGA/GAG/AGG,5-10bp,0.574,NODE_15_length_128496_cov_90.872091,mobileOG_000298465_NODE_15_length_128496_cov_90.872091
103,mobileOG_000338712|NA|WP_005614760.1|integration/excision|NA|Plasmid RefSeq|Homology,NODE_17_length_100726_cov_71.206818_21 # 22367 # 22648 # 1 # ID=17_21;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.553,90.3,182,338,2.80e-57,94,246,338,1,93,mobileOG_000338712,NA,WP_005614760.1,integration/excision,NA,Plasmid RefSeq,Homology,NODE_17_length_100726_cov_71.206818_21, 22367 # 22648 # 1 , 22367,22648,1 ,17_21,17,21,00,ATG,GGA/GAG/AGG,5-10bp,0.553,NODE_17_length_100726_cov_71.206818,mobileOG_000338712_NODE_17_length_100726_cov_71.206818
104,mobileOG_000276409|NA|A0A2V0QQA1|integration/excision|NA|ISFinder|Homology,NODE_17_length_100726_cov_71.206818_21 # 22367 # 22648 # 1 # ID=17_21;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.553,90.3,181,338,7.92e-57,94,246,338,1,93,mobileOG_000276409,NA,A0A2V0QQA1,integration/excision,NA,ISFinder,Homology,NODE_17_length_100726_cov_71.206818_21, 22367 # 22648 # 1 , 22367,22648,1 ,17_21,17,21,00,ATG,GGA/GAG/AGG,5-10bp,0.553,NODE_17_length_100726_cov_71.206818,mobileOG_000276409_NODE_17_length_100726_cov_71.206818
105,"mobileOG_000281640|dnaK|WP_054091367.1|phage|infection,regulation|Plasmid RefSeq|Homology",NODE_20_length_76884_cov_80.055763_12 # 12586 # 14511 # 1 # ID=20_12;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.603,90.3,1093,638,0.0,642,1,635,1,636,mobileOG_000281640,dnaK,WP_054091367.1,phage,"infection,regulation",Plasmid RefSeq,Homology,NODE_20_length_76884_cov_80.055763_12, 12586 # 14511 # 1 , 12586,14511,1 ,20_12,20,12,00,ATG,GGAG/GAGG,5-10bp,0.603,NODE_20_length_76884_cov_80.055763,mobileOG_000281640_NODE_20_length_76884_cov_80.055763
106,"mobileOG_000294783|ftsH|WP_003313633.1|phage|infection,regulation|Plasmid RefSeq|Homology",NODE_20_length_76884_cov_80.055763_21 # 23639 # 25552 # 1 # ID=20_21;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.610,92.1,1149,634,0.0,638,1,634,4,637,mobileOG_000294783,ftsH,WP_003313633.1,phage,"infection,regulation",Plasmid RefSeq,Homology,NODE_20_length_76884_cov_80.055763_21, 23639 # 25552 # 1 , 23639,25552,1 ,20_21,20,21,00,TTG,GGAG/GAGG,5-10bp,0.610,NODE_20_length_76884_cov_80.055763,mobileOG_000294783_NODE_20_length_76884_cov_80.055763
107,"mobileOG_000328966|nusA|WP_003340582.1|phage|regulation,infection|Plasmid RefSeq|Homology",NODE_20_length_76884_cov_80.055763_27 # 29919 # 31400 # 1 # ID=20_27;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.601,90.9,800,493,7.57e-292,494,1,493,1,493,mobileOG_000328966,nusA,WP_003340582.1,phage,"regulation,infection",Plasmid RefSeq,Homology,NODE_20_length_76884_cov_80.055763_27, 29919 # 31400 # 1 , 29919,31400,1 ,20_27,20,27,00,ATG,GGAG/GAGG,5-10bp,0.601,NODE_20_length_76884_cov_80.055763,mobileOG_000328966_NODE_20_length_76884_cov_80.055763
108,mobileOG_000031884|ygaD|Q1I6B6|transfer|competence|ACLAME|Homology,NODE_24_length_60659_cov_72.756429_28 # 29753 # 30235 # 1 # ID=24_28;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.669,92.5,289,160,9.94e-101,161,1,160,1,160,mobileOG_000031884,ygaD,Q1I6B6,transfer,competence,ACLAME,Homology,NODE_24_length_60659_cov_72.756429_28, 29753 # 30235 # 1 , 29753,30235,1 ,24_28,24,28,00,ATG,AGGAG,5-10bp,0.669,NODE_24_length_60659_cov_72.756429,mobileOG_000031884_NODE_24_length_60659_cov_72.756429
109,mobileOG_000000342|recA|A0A4Y8SW50|replication/recombination/repair|NA|ACLAME|Manual,NODE_24_length_60659_cov_72.756429_29 # 30339 # 31406 # 1 # ID=24_29;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.605,94.4,634,355,1.16e-230,356,1,355,1,355,mobileOG_000000342,recA,A0A4Y8SW50,replication/recombination/repair,NA,ACLAME,Manual,NODE_24_length_60659_cov_72.756429_29, 30339 # 31406 # 1 , 30339,31406,1 ,24_29,24,29,00,ATG,GGAG/GAGG,5-10bp,0.605,NODE_24_length_60659_cov_72.756429,mobileOG_000000342_NODE_24_length_60659_cov_72.756429
110,"mobileOG_000025723|ihfB|WP_003158826.1|integration/excision|regulation,lysis/lysogeny|Plasmid RefSeq|Manual",NODE_29_length_47469_cov_67.772029_4 # 5482 # 5778 # 1 # ID=29_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.576,93.5,175,93,1.71e-57,99,1,92,1,92,mobileOG_000025723,ihfB,WP_003158826.1,integration/excision,"regulation,lysis/lysogeny",Plasmid RefSeq,Manual,NODE_29_length_47469_cov_67.772029_4, 5482 # 5778 # 1 , 5482,5778,1 ,29_4,29,4,00,ATG,GGA/GAG/AGG,5-10bp,0.576,NODE_29_length_47469_cov_67.772029,mobileOG_000025723_NODE_29_length_47469_cov_67.772029
111,mobileOG_000344253|insI3|WP_010792770.1|integration/excision|NA|Multiple|Homology,NODE_47_length_1091_cov_193.384615_1 # 45 # 1064 # 1 # ID=47_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.587,98.8,663,339,8.76e-243,340,1,339,1,339,mobileOG_000344253,insI3,WP_010792770.1,integration/excision,NA,Multiple,Homology,NODE_47_length_1091_cov_193.384615_1, 45 # 1064 # 1 , 45,1064,1 ,47_1,47,1,00,ATG,GGA/GAG/AGG,5-10bp,0.587,NODE_47_length_1091_cov_193.384615,mobileOG_000344253_NODE_47_length_1091_cov_193.384615
112,mobileOG_000023406|tnpA|O68648|integration/excision|NA|ISFinder|Manual,NODE_47_length_1091_cov_193.384615_1 # 45 # 1064 # 1 # ID=47_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.587,94.7,630,340,1.17e-229,340,1,340,1,339,mobileOG_000023406,tnpA,O68648,integration/excision,NA,ISFinder,Manual,NODE_47_length_1091_cov_193.384615_1, 45 # 1064 # 1 , 45,1064,1 ,47_1,47,1,00,ATG,GGA/GAG/AGG,5-10bp,0.587,NODE_47_length_1091_cov_193.384615,mobileOG_000023406_NODE_47_length_1091_cov_193.384615
113,mobileOG_000298465|BQ2027_MB1076;|S2K6D0|integration/excision|NA|Plasmid RefSeq|Homology,NODE_48_length_1040_cov_128.218069_1 # 59 # 1039 # -1 # ID=48_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.607,99.4,644,398,2.76e-234,327,73,398,1,326,mobileOG_000298465,BQ2027_MB1076;,S2K6D0,integration/excision,NA,Plasmid RefSeq,Homology,NODE_48_length_1040_cov_128.218069_1, 59 # 1039 # -1 , 59,1039,-1 ,48_1,48,1,01,Edge,None,None,0.607,NODE_48_length_1040_cov_128.218069,mobileOG_000298465_NODE_48_length_1040_cov_128.218069
114,mobileOG_000054792|BQ2027_MB1076;|A0A1Y5L0D5|integration/excision|NA|Multiple|Homology,NODE_48_length_1040_cov_128.218069_1 # 59 # 1039 # -1 # ID=48_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.607,99.4,643,398,3.92e-234,327,73,398,1,326,mobileOG_000054792,BQ2027_MB1076;,A0A1Y5L0D5,integration/excision,NA,Multiple,Homology,NODE_48_length_1040_cov_128.218069_1, 59 # 1039 # -1 , 59,1039,-1 ,48_1,48,1,01,Edge,None,None,0.607,NODE_48_length_1040_cov_128.218069,mobileOG_000054792_NODE_48_length_1040_cov_128.218069
115,mobileOG_000276413|NGR_a00170|A0A1L5ZLJ0|integration/excision|NA|ISFinder|Homology,NODE_50_length_701_cov_130.171474_1 # 63 # 701 # -1 # ID=50_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.637,99.5,423,251,1.83e-151,213,40,251,1,212,mobileOG_000276413,NGR_a00170,A0A1L5ZLJ0,integration/excision,NA,ISFinder,Homology,NODE_50_length_701_cov_130.171474_1, 63 # 701 # -1 , 63,701,-1 ,50_1,50,1,01,Edge,None,None,0.637,NODE_50_length_701_cov_130.171474,mobileOG_000276413_NODE_50_length_701_cov_130.171474
116,mobileOG_000276411|NGR_a00170|A0A2V0R4Z9|integration/excision|NA|ISFinder|Homology,NODE_50_length_701_cov_130.171474_1 # 63 # 701 # -1 # ID=50_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.637,98.6,421,251,2.13e-150,213,40,251,1,212,mobileOG_000276411,NGR_a00170,A0A2V0R4Z9,integration/excision,NA,ISFinder,Homology,NODE_50_length_701_cov_130.171474_1, 63 # 701 # -1 , 63,701,-1 ,50_1,50,1,01,Edge,None,None,0.637,NODE_50_length_701_cov_130.171474,mobileOG_000276411_NODE_50_length_701_cov_130.171474
